timestamp,task,llm,strategy,repetition,model_used,input_tokens,output_tokens,latency_s,attempt,error,sql_extracted,sql_length,output_file
2026-03-05T12:28:19.900431+00:00,t5,gpt4o,zero_shot,1,gpt-4o-2024-08-06,380,379,3.43,1,,True,1473,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t5/gpt4o/zero_shot_r1.sql
2026-03-05T12:28:22.124874+00:00,t5,gpt4o,zero_shot,2,gpt-4o-2024-08-06,380,379,2.21,1,,True,1473,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t5/gpt4o/zero_shot_r2.sql
2026-03-05T12:28:24.956941+00:00,t5,gpt4o,zero_shot,3,gpt-4o-2024-08-06,380,379,2.82,1,,True,1473,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t5/gpt4o/zero_shot_r3.sql
2026-03-05T12:28:30.908093+00:00,t5,claude,zero_shot,1,claude-sonnet-4-20250514,431,540,5.94,1,,True,1751,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t5/claude/zero_shot_r1.sql
2026-03-05T12:28:36.838181+00:00,t5,claude,zero_shot,2,claude-sonnet-4-20250514,431,540,5.92,1,,True,1751,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t5/claude/zero_shot_r2.sql
2026-03-05T12:28:42.626419+00:00,t5,claude,zero_shot,3,claude-sonnet-4-20250514,431,540,5.78,1,,True,1751,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t5/claude/zero_shot_r3.sql
2026-03-05T12:28:43.211058+00:00,t5,llama3,zero_shot,1,llama-3.3-70b-versatile,406,186,0.57,1,,True,793,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t5/llama3/zero_shot_r1.sql
2026-03-05T12:28:43.767436+00:00,t5,llama3,zero_shot,2,llama-3.3-70b-versatile,406,186,0.55,1,,True,793,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t5/llama3/zero_shot_r2.sql
2026-03-05T12:28:44.377240+00:00,t5,llama3,zero_shot,3,llama-3.3-70b-versatile,406,186,0.6,1,,True,793,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t5/llama3/zero_shot_r3.sql
2026-03-05T12:28:48.435961+00:00,t5,gpt4o,schema_aware,1,gpt-4o-2024-08-06,1274,311,4.05,1,,True,1207,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t5/gpt4o/schema_aware_r1.sql
2026-03-05T12:28:51.597960+00:00,t5,gpt4o,schema_aware,2,gpt-4o-2024-08-06,1274,311,3.15,1,,True,1207,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t5/gpt4o/schema_aware_r2.sql
2026-03-05T12:28:54.206996+00:00,t5,gpt4o,schema_aware,3,gpt-4o-2024-08-06,1274,311,2.6,1,,True,1207,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t5/gpt4o/schema_aware_r3.sql
2026-03-05T12:28:58.944938+00:00,t5,claude,schema_aware,1,claude-sonnet-4-20250514,1594,405,4.73,1,,True,1343,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t5/claude/schema_aware_r1.sql
2026-03-05T12:29:03.854499+00:00,t5,claude,schema_aware,2,claude-sonnet-4-20250514,1594,405,4.9,1,,True,1343,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t5/claude/schema_aware_r2.sql
2026-03-05T12:29:08.481626+00:00,t5,claude,schema_aware,3,claude-sonnet-4-20250514,1594,405,4.62,1,,True,1343,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t5/claude/schema_aware_r3.sql
2026-03-05T12:29:09.127613+00:00,t5,llama3,schema_aware,1,llama-3.3-70b-versatile,1293,243,0.64,1,,True,1024,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t5/llama3/schema_aware_r1.sql
2026-03-05T12:29:09.824563+00:00,t5,llama3,schema_aware,2,llama-3.3-70b-versatile,1293,243,0.69,1,,True,1024,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t5/llama3/schema_aware_r2.sql
2026-03-05T12:29:10.603267+00:00,t5,llama3,schema_aware,3,llama-3.3-70b-versatile,1293,243,0.77,1,,True,1024,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t5/llama3/schema_aware_r3.sql
2026-03-05T12:29:14.467971+00:00,t5,gpt4o,few_shot,1,gpt-4o-2024-08-06,2240,311,3.86,1,,True,1207,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t5/gpt4o/few_shot_r1.sql
2026-03-05T12:29:19.115211+00:00,t5,gpt4o,few_shot,2,gpt-4o-2024-08-06,2240,482,4.64,1,,True,1885,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t5/gpt4o/few_shot_r2.sql
2026-03-05T12:29:21.607650+00:00,t5,gpt4o,few_shot,3,gpt-4o-2024-08-06,2240,311,2.48,1,,True,1207,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t5/gpt4o/few_shot_r3.sql
2026-03-05T12:29:26.929931+00:00,t5,claude,few_shot,1,claude-sonnet-4-20250514,2837,442,5.31,1,,True,1455,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t5/claude/few_shot_r1.sql
2026-03-05T12:29:32.391090+00:00,t5,claude,few_shot,2,claude-sonnet-4-20250514,2837,442,5.45,1,,True,1455,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t5/claude/few_shot_r2.sql
2026-03-05T12:29:37.636335+00:00,t5,claude,few_shot,3,claude-sonnet-4-20250514,2837,442,5.23,1,,True,1455,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t5/claude/few_shot_r3.sql
2026-03-05T12:29:38.635598+00:00,t5,llama3,few_shot,1,llama-3.3-70b-versatile,2261,318,0.99,1,,True,1212,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t5/llama3/few_shot_r1.sql
2026-03-05T12:29:39.563887+00:00,t5,llama3,few_shot,2,llama-3.3-70b-versatile,2261,318,0.92,1,,True,1212,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t5/llama3/few_shot_r2.sql
2026-03-05T12:29:40.365677+00:00,t5,llama3,few_shot,3,llama-3.3-70b-versatile,2261,318,0.79,1,,True,1212,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t5/llama3/few_shot_r3.sql
